image_location,name,id,person_box_x1,person_box_x2,name_box_x1,name_box_x2,id_box_x1,id_box_x2 
dataset\gen_cards\m749.jpg,باسل رائد رياض هائل,٠٦ ٢٩٣ ٥ ٣ ٠٤ ٥١ ٦١ ٠ ,"25,50","357,494","961,240","1217,388","640,630","1232,705"
dataset\gen_cards\m750.jpg,زبير حارب كنعان وارف,٢١ ٥٦٠ ٣ ٢ ٣٩ ٧٨ ٦٥ ١ ,"25,50","357,494","927,240","1217,388","640,630","1232,705"
dataset\gen_cards\m751.jpg,عنتر مشرف خالد منصور,٣٩ ٢٧٠ ٢ ٤ ٦٧ ٠٥ ٨٩ ٠ ,"25,50","357,494","908,240","1217,388","640,630","1232,705"
dataset\gen_cards\m752.jpg,حازم زيدون صابر مكتوم,٩١ ٩٧٧ ٤ ٩ ٣١ ٦٨ ٩٧ ٩ ,"25,50","357,494","920,240","1217,388","640,630","1232,705"
dataset\gen_cards\m753.jpg,صبيح امير ابلج نعمان,٧٢ ٣٦٦ ٢ ٧ ٣٢ ٥٢ ٦٧ ٨ ,"25,50","357,494","974,240","1217,388","640,630","1232,705"
dataset\gen_cards\m754.jpg,قسيم رامز حزام مناحي,٤٠ ٦٨١ ٣ ٩ ٤٩ ٥٤ ٠٨ ٧ ,"25,50","357,494","945,240","1217,388","640,630","1232,705"
dataset\gen_cards\m755.jpg,توفيق داوود اشرم شكور,٢١ ٣٩٨ ٦ ٦ ٢٠ ١٥ ٦٤ ٢ ,"25,50","357,494","935,240","1217,388","640,630","1232,705"
dataset\gen_cards\m756.jpg,علاء الدين منهل ميثم نذير,١٢ ٥١٢ ٥ ٤ ٨٩ ٣٠ ٤٤ ٤ ,"25,50","357,494","981,240","1217,388","640,630","1232,705"
dataset\gen_cards\m757.jpg,بهجت فريج بسام منتظر,٨٨ ٤٢٣ ٣ ٣ ١٣ ٨٩ ٦٤ ٤ ,"25,50","357,494","949,240","1217,388","640,630","1232,705"
dataset\gen_cards\m758.jpg,رباح ظاهر محمود امين,٤٥ ٢١٦ ١ ٣ ٧٤ ٢٧ ٧٦ ٨ ,"25,50","357,494","936,240","1217,388","640,630","1232,705"
dataset\gen_cards\m759.jpg,صدام سبع حازم ناصح,٢٦ ٧٠٠ ٥ ٨ ٠٣ ٠٥ ٣٣ ٨ ,"25,50","357,494","958,240","1217,388","640,630","1232,705"
dataset\gen_cards\m760.jpg,مجاهد حسن سامي ادهم,٩١ ٠٤٧ ٧ ٧ ٥٦ ١٩ ٢٦ ٥ ,"25,50","357,494","952,240","1217,388","640,630","1232,705"
dataset\gen_cards\m761.jpg,حارب نسيم جبل فهمي,٢٩ ٩٤٧ ٠ ٧ ٤٩ ٤٧ ٥٦ ٧ ,"25,50","357,494","969,240","1217,388","640,630","1232,705"
dataset\gen_cards\m762.jpg,عقيل رويشد ثائب رغيد,٦٨ ٠٨٣ ٠ ٩ ٤٨ ٣٢ ٣٣ ٦ ,"25,50","357,494","942,240","1217,388","640,630","1232,705"
dataset\gen_cards\m763.jpg,عبدالغفور ذباح صادر نصير,٤٥ ٨٩٠ ٩ ٧ ١٩ ٧٢ ٣١ ٣ ,"25,50","357,494","949,240","1217,388","640,630","1232,705"
dataset\gen_cards\m764.jpg,اشهب حارث مسيب مجيب,٣٥ ١٧٢ ٤ ٣ ٢٤ ٢٥ ٩٦ ١ ,"25,50","357,494","919,240","1217,388","640,630","1232,705"
dataset\gen_cards\m765.jpg,شفيع شمس الدين راجي اكرم,٠١ ٣١٩ ٣ ٣ ٤١ ٨٣ ١٠ ٩ ,"25,50","357,494","860,240","1217,388","640,630","1232,705"
dataset\gen_cards\m766.jpg,تمام سعد ضيغم رشيد,٦٥ ٠٣١ ٩ ٢ ٠١ ٢٠ ١٣ ٣ ,"25,50","357,494","959,240","1217,388","640,630","1232,705"
dataset\gen_cards\m767.jpg,قابس نوري رويشد نعمان,٣٤ ٢٥٧ ٢ ٢ ٨٦ ٥٣ ٠١ ٣ ,"25,50","357,494","915,240","1217,388","640,630","1232,705"
dataset\gen_cards\m768.jpg,عبدالغني راسخ مهيب وديع,٧٤ ١٨٥ ٦ ٥ ٢٦ ٠٨ ٤٦ ٠ ,"25,50","357,494","941,240","1217,388","640,630","1232,705"
dataset\gen_cards\m769.jpg,نصوح فاروق خلدون العابدين,٨٨ ٠٣٨ ٤ ٩ ٦٣ ٠٩ ٧٦ ٦ ,"25,50","357,494","877,240","1217,388","640,630","1232,705"
dataset\gen_cards\m770.jpg,احمد طامح فواز ايسر,٨٩ ٧٥٤ ٩ ١ ٦١ ٩٩ ٥٣ ٩ ,"25,50","357,494","962,240","1217,388","640,630","1232,705"
dataset\gen_cards\m771.jpg,نجيب معتضد ابان مرتجا,٧٠ ٢٠٩ ٩ ٦ ٢٣ ٦٠ ٠١ ٤ ,"25,50","357,494","934,240","1217,388","640,630","1232,705"
dataset\gen_cards\m772.jpg,مرزوق مديد معاذ بارح,٣٤ ٣٣٠ ٠ ٨ ٥٧ ٧٢ ٥٦ ٨ ,"25,50","357,494","981,240","1217,388","640,630","1232,705"
dataset\gen_cards\m773.jpg,عليم صمصام وليف نجم الدين,٥١ ١٦٢ ٤ ٧ ٢٦ ٩٣ ١٥ ٠ ,"25,50","357,494","844,240","1217,388","640,630","1232,705"
dataset\gen_cards\m774.jpg,تميم خاتم هجرس عبدالوهاب,٠١ ٤٧٠ ٩ ٨ ٦١ ٩٥ ٤٦ ٦ ,"25,50","357,494","854,240","1217,388","640,630","1232,705"
dataset\gen_cards\m775.jpg,معاذ عليان فراس سعد,٣٠ ١٥٩ ٢ ١ ٠٣ ٣١ ٣٧ ٥ ,"25,50","357,494","950,240","1217,388","640,630","1232,705"
dataset\gen_cards\m776.jpg,فطين قسيم جبران ازهر,٢٣ ٤٧٨ ٤ ٨ ١١ ٥٠ ٨١ ٩ ,"25,50","357,494","944,240","1217,388","640,630","1232,705"
dataset\gen_cards\m777.jpg,ملهم فهمي عدوان غزوان,٨٤ ٨١٦ ١ ٤ ٩٢ ٩٠ ٢٨ ٨ ,"25,50","357,494","902,240","1217,388","640,630","1232,705"
dataset\gen_cards\m778.jpg,رابح عبدالحي وديع احنف,٠٩ ٦٥٥ ١ ٠ ٠٢ ٤٤ ٦٥ ٣ ,"25,50","357,494","905,240","1217,388","640,630","1232,705"
dataset\gen_cards\m779.jpg,امية مجيب سميح مجيب,٢٧ ٥٤٨ ٥ ٤ ٩٠ ٥٦ ٣٧ ٤ ,"25,50","357,494","922,240","1217,388","640,630","1232,705"
dataset\gen_cards\m780.jpg,جدعان مفتاح حسان محرز,٩٣ ٥٠٤ ٩ ٠ ٠٧ ٢١ ١٦ ٩ ,"25,50","357,494","924,240","1217,388","640,630","1232,705"
dataset\gen_cards\m781.jpg,عون فتح وسام غافر,٤٩ ٤٣٧ ٥ ٢ ٠٨ ١٩ ٠٦ ٣ ,"25,50","357,494","978,240","1217,388","640,630","1232,705"
dataset\gen_cards\m782.jpg,غوار غسان مسفر عبدالقادر,٩٦ ٨٠٦ ٦ ٣ ٩٤ ٢٥ ٤١ ٦ ,"25,50","357,494","877,240","1217,388","640,630","1232,705"
dataset\gen_cards\m783.jpg,نعيم جراح عبدالرحيم عامر,٧٣ ٩١٠ ٢ ٨ ٤٢ ٦٤ ٠٧ ٨ ,"25,50","357,494","878,240","1217,388","640,630","1232,705"
dataset\gen_cards\m784.jpg,اعسر باهر شبيب قطب,٣٤ ٨٤٧ ٩ ٥ ٩١ ٧٤ ٢٢ ٣ ,"25,50","357,494","961,240","1217,388","640,630","1232,705"
dataset\gen_cards\m785.jpg,حيدر صقر عابد مكتوم,٨٠ ٣٩٠ ٥ ٧ ١٨ ٢٣ ١٨ ٩ ,"25,50","357,494","957,240","1217,388","640,630","1232,705"
dataset\gen_cards\m786.jpg,رسول حزام غسان وهبة,٠٣ ٣٥٦ ٢ ٢ ٠٦ ٦١ ٢٥ ٠ ,"25,50","357,494","944,240","1217,388","640,630","1232,705"
dataset\gen_cards\m787.jpg,ايمن اريب نصار فيصل,٨٣ ٩٩٢ ٦ ٧ ٥٤ ٧٠ ٨٢ ٤ ,"25,50","357,494","946,240","1217,388","640,630","1232,705"
dataset\gen_cards\m788.jpg,مطلق جامع جميل زبير,٢٣ ٣٧٣ ٧ ٠ ٢١ ٥٣ ٥٩ ٠ ,"25,50","357,494","960,240","1217,388","640,630","1232,705"
dataset\gen_cards\m789.jpg,طامح كنان اغيد رافد,٦٨ ٦٠٨ ٢ ٦ ٤٨ ٢٥ ٣٠ ٧ ,"25,50","357,494","988,240","1217,388","640,630","1232,705"
dataset\gen_cards\m790.jpg,مناف غفار مخلص حميد,٢٩ ٥٢٨ ٢ ٣ ٤٠ ٠٩ ٧٣ ٤ ,"25,50","357,494","935,240","1217,388","640,630","1232,705"
dataset\gen_cards\m791.jpg,معن عدي طاهر نبيل,٧٠ ٢٩٩ ٨ ٨ ٧٥ ٥٤ ٥٦ ١ ,"25,50","357,494","973,240","1217,388","640,630","1232,705"
dataset\gen_cards\m792.jpg,دغيم نادر حاشد نجدت,٨٩ ٥١٩ ١ ٩ ٩٤ ٨٥ ٥٨ ١ ,"25,50","357,494","957,240","1217,388","640,630","1232,705"
dataset\gen_cards\m793.jpg,قعقاع نجيب سطام سيف,٠٤ ٣٨٦ ٠ ٣ ٠٨ ٤٦ ٦٦ ٧ ,"25,50","357,494","943,240","1217,388","640,630","1232,705"
dataset\gen_cards\m794.jpg,شجاع درغام عبدالقادر بكري,٤٨ ٦١٨ ٨ ٢ ٣٠ ٦٣ ٥٤ ٢ ,"25,50","357,494","878,240","1217,388","640,630","1232,705"
dataset\gen_cards\m795.jpg,عبدالجميل مناع مالك عبدالجميل,٦٣ ٨٥٥ ٩ ١ ٠١ ٥٩ ٩٢ ٧ ,"25,50","357,494","896,240","1217,388","640,630","1232,705"
dataset\gen_cards\m796.jpg,شكري عديل جمال ناصف,٥٤ ١١٦ ٧ ١ ٥٦ ٨٣ ٩١ ٨ ,"25,50","357,494","937,240","1217,388","640,630","1232,705"
dataset\gen_cards\m797.jpg,اشجع مطلب شفيع عبدالواحد,٨٠ ٢٢٦ ٣ ٨ ١٠ ٠٤ ٣٥ ٠ ,"25,50","357,494","875,240","1217,388","640,630","1232,705"
dataset\gen_cards\m798.jpg,عبدو ناشد مهند منعم,١٢ ٢٠٧ ٣ ٣ ٧٣ ٦٨ ٦٩ ٢ ,"25,50","357,494","976,240","1217,388","640,630","1232,705"
dataset\gen_cards\m799.jpg,خليل قطامي جدعان ماضي,١٤ ٥٠٧ ٢ ١ ٧٢ ٦٩ ٨٢ ٣ ,"25,50","357,494","893,240","1217,388","640,630","1232,705"
dataset\gen_cards\m800.jpg,حسون خليفة اسد فادي,٠٧ ٤٣٤ ٣ ٧ ١٣ ٢٩ ٥١ ١ ,"25,50","357,494","971,240","1217,388","640,630","1232,705"
dataset\gen_cards\m801.jpg,عادل تواب ظفير ساجد,٠٣ ٣٥٥ ٨ ٢ ٠٠ ٣٦ ٧٢ ٠ ,"25,50","357,494","954,240","1217,388","640,630","1232,705"
dataset\gen_cards\m802.jpg,عبدالعزيز منهل فاتح زغلول,٩٢ ٤٨٤ ٦ ٧ ٩٠ ٤٦ ٠٩ ٥ ,"25,50","357,494","944,240","1217,388","640,630","1232,705"
dataset\gen_cards\m803.jpg,ثائر غلام عويس رحال,٥٠ ٨٧٨ ٤ ٢ ٣٩ ٤٦ ٥٢ ٢ ,"25,50","357,494","938,240","1217,388","640,630","1232,705"
dataset\gen_cards\m804.jpg,معصوم رافق دريد زيدون,٦٢ ٠٩٤ ٤ ٥ ٣١ ٦٤ ٣٦ ٦ ,"25,50","357,494","947,240","1217,388","640,630","1232,705"
dataset\gen_cards\m805.jpg,كلاب وليف بشارة بليغ,٥٧ ٥١٣ ٨ ٤ ٨٦ ٩٢ ٤٧ ٩ ,"25,50","357,494","953,240","1217,388","640,630","1232,705"
dataset\gen_cards\m806.jpg,اصيل وديع نهيان رفعت,٧٦ ٥٧١ ٥ ٨ ٤٨ ٣٨ ٦٥ ٢ ,"25,50","357,494","945,240","1217,388","640,630","1232,705"
dataset\gen_cards\m807.jpg,نامي جبل اشهم شهيد,٢٢ ٨٦٦ ٧ ٦ ٢٧ ١١ ٢٦ ٧ ,"25,50","357,494","967,240","1217,388","640,630","1232,705"
dataset\gen_cards\m808.jpg,معصوم خميس مرداس حاشد,٧٦ ٢٩٣ ٦ ٥ ٤٢ ٧٠ ١٤ ٣ ,"25,50","357,494","898,240","1217,388","640,630","1232,705"
dataset\gen_cards\m809.jpg,عميد قتيبة ضياء شافع,٥٢ ١٣٨ ٣ ١ ٦٩ ٩٠ ٩٢ ١ ,"25,50","357,494","952,240","1217,388","640,630","1232,705"
dataset\gen_cards\m810.jpg,حجر هجرس عبدالرزاق لطيف,٢٨ ٩٨٠ ٢ ٩ ٣٤ ٧٧ ٥٢ ٠ ,"25,50","357,494","843,240","1217,388","640,630","1232,705"
dataset\gen_cards\m811.jpg,هشام معين الدين برهان رضا,٥٤ ٠٩٥ ٦ ٨ ٦٩ ٠٩ ٨٠ ٥ ,"25,50","357,494","864,240","1217,388","640,630","1232,705"
dataset\gen_cards\m812.jpg,حمد شعبان خميس هائل,٦٠ ٩٤٦ ٠ ٦ ٢٩ ٨٦ ٤٥ ٩ ,"25,50","357,494","923,240","1217,388","640,630","1232,705"
dataset\gen_cards\m813.jpg,هيثم جليل سهل ناصر الدين,٨٢ ٥٠١ ٧ ٨ ٦٠ ٧٦ ٣٦ ١ ,"25,50","357,494","876,240","1217,388","640,630","1232,705"
dataset\gen_cards\m814.jpg,غازي فاتح عقل رهيف,٣٦ ٨٨٠ ٢ ٨ ٥٩ ١٧ ١٥ ٧ ,"25,50","357,494","964,240","1217,388","640,630","1232,705"
dataset\gen_cards\m815.jpg,ابلج جودت بطاح منيب,٢٤ ٤٦٧ ٦ ٣ ٢٧ ٤٤ ٢٢ ٧ ,"25,50","357,494","939,240","1217,388","640,630","1232,705"
dataset\gen_cards\m816.jpg,معتوق هود جابر خالص,١٨ ٦٢١ ٣ ٤ ٣٩ ٩٧ ٥٩ ٣ ,"25,50","357,494","959,240","1217,388","640,630","1232,705"
dataset\gen_cards\m817.jpg,عبدالحفيظ تغلب عكلة زاهر,١٣ ٦٩٥ ٦ ٥ ٥٦ ٦٥ ٣٤ ٧ ,"25,50","357,494","964,240","1217,388","640,630","1232,705"
dataset\gen_cards\m818.jpg,فارض حسون اياس سيار,٣٦ ٣٩١ ٢ ٥ ١٨ ٢١ ٢٥ ٨ ,"25,50","357,494","934,240","1217,388","640,630","1232,705"
dataset\gen_cards\m819.jpg,سالم ايوب نظمي رديف,٤٤ ٥١٤ ٢ ٥ ٥٩ ٥٩ ٨٢ ٧ ,"25,50","357,494","941,240","1217,388","640,630","1232,705"
dataset\gen_cards\m820.jpg,يزيد نبيه ازور مسفر,٤٧ ٨٢١ ١ ١ ٧٩ ٠٤ ٦٩ ٨ ,"25,50","357,494","967,240","1217,388","640,630","1232,705"
dataset\gen_cards\m821.jpg,جامع داود حارب نظمي,٦٧ ٧٩٨ ٠ ٤ ١٦ ٨٦ ٢٤ ٥ ,"25,50","357,494","948,240","1217,388","640,630","1232,705"
dataset\gen_cards\m822.jpg,خاتم ابان كليم عرفة,٥٣ ١٩٤ ٢ ٢ ١٤ ٧٩ ٢١ ٥ ,"25,50","357,494","985,240","1217,388","640,630","1232,705"
dataset\gen_cards\m823.jpg,رئيف عبادة وفيق راضي,٩٧ ٤٢٠ ٥ ٥ ١٦ ٠٨ ٨١ ٧ ,"25,50","357,494","933,240","1217,388","640,630","1232,705"
dataset\gen_cards\m824.jpg,عبدالرحيم سرمد شفيع نعمت,٠٠ ٦٣٨ ٤ ٤ ٩٤ ١٩ ٩٠ ٦ ,"25,50","357,494","939,240","1217,388","640,630","1232,705"
dataset\gen_cards\m825.jpg,شهم وائل شيبة راضي,١٣ ٠٢٨ ٨ ٠ ٣٤ ٢٠ ٠٦ ٢ ,"25,50","357,494","949,240","1217,388","640,630","1232,705"
dataset\gen_cards\m826.jpg,فاخر عصام امين رديف,٤٣ ٠٤٧ ٣ ٣ ٠١ ٥٨ ٦٤ ٩ ,"25,50","357,494","942,240","1217,388","640,630","1232,705"
dataset\gen_cards\m827.jpg,هاشم عامر عواد بكار,٩٥ ٤٢٩ ٦ ٦ ٦٨ ٠٦ ٥٦ ٢ ,"25,50","357,494","972,240","1217,388","640,630","1232,705"
dataset\gen_cards\m828.jpg,باسم فتح رشوان حازم,٢٩ ٦١٠ ٦ ٠ ٥٩ ٩٦ ٦٧ ١ ,"25,50","357,494","950,240","1217,388","640,630","1232,705"
dataset\gen_cards\m829.jpg,فائز ابو بكر عبدالنور نجم الدين,٤٢ ٨١٤ ٣ ١ ٦٧ ٦٦ ٦٧ ٩ ,"25,50","357,494","810,240","1217,388","640,630","1232,705"
dataset\gen_cards\m830.jpg,عايض نافع غيث سادن,٣٩ ٧٩٥ ٧ ٢ ٠٩ ٢٠ ٩١ ٠ ,"25,50","357,494","970,240","1217,388","640,630","1232,705"
dataset\gen_cards\m831.jpg,ابراهيم رغال معلوف ولاء الدين,٩٧ ٦٥٠ ٧ ٦ ٠٨ ٤٥ ٧٣ ٣ ,"25,50","357,494","850,240","1217,388","640,630","1232,705"
dataset\gen_cards\m832.jpg,بهيج مبخوت كاسب معطي,٦٨ ٠٥٤ ٤ ٦ ٠٤ ١٥ ١٢ ٣ ,"25,50","357,494","902,240","1217,388","640,630","1232,705"
dataset\gen_cards\m833.jpg,رفيق عبدالفتاح انس لوي,٧٨ ٢٦٨ ٢ ٣ ٣٤ ٤٣ ١٨ ٦ ,"25,50","357,494","917,240","1217,388","640,630","1232,705"
dataset\gen_cards\m834.jpg,اخزم ازور بليغ انعم,٦٣ ١٦٩ ٥ ٦ ١٩ ١٠ ٧٢ ٠ ,"25,50","357,494","994,240","1217,388","640,630","1232,705"
dataset\gen_cards\m835.jpg,شمس الدين ايوب رضي لطفي,٣١ ٤٦٥ ٩ ٦ ٣٦ ٨٥ ٧٧ ٩ ,"25,50","357,494","948,240","1217,388","640,630","1232,705"
dataset\gen_cards\m836.jpg,سارح داوود كنان فواد,٤١ ٩٥١ ٣ ٣ ٢٣ ٠٦ ٦٣ ١ ,"25,50","357,494","968,240","1217,388","640,630","1232,705"
dataset\gen_cards\m837.jpg,منتظر كريم سرمد معتصم,٩٢ ٦٠٩ ٧ ٢ ٧٧ ٤٦ ٤٠ ٠ ,"25,50","357,494","929,240","1217,388","640,630","1232,705"
dataset\gen_cards\m838.jpg,غيث مرشد جواد سداد,٣٥ ٩٥٠ ٧ ٣ ٣٦ ٨٢ ٩٥ ٧ ,"25,50","357,494","954,240","1217,388","640,630","1232,705"
dataset\gen_cards\m839.jpg,عباس بشر بهلول ضيغم,٧٣ ١٣٣ ٢ ٧ ٧٧ ٥٠ ٣١ ٣ ,"25,50","357,494","950,240","1217,388","640,630","1232,705"
dataset\gen_cards\m840.jpg,نظير زاهر عقال اكمل,١٣ ٧٨٨ ٩ ٩ ٠٨ ١٩ ٥٢ ٧ ,"25,50","357,494","967,240","1217,388","640,630","1232,705"
dataset\gen_cards\m841.jpg,منصور مزهر ايهاب عبدالحي,٨٥ ١٣٦ ٦ ٣ ٨١ ٢٦ ٣٦ ٢ ,"25,50","357,494","891,240","1217,388","640,630","1232,705"
dataset\gen_cards\m842.jpg,رديف وهاب رفيع راغد,٩٧ ٨١٢ ٧ ٥ ٠٤ ٠٠ ٥٦ ٠ ,"25,50","357,494","955,240","1217,388","640,630","1232,705"
dataset\gen_cards\m843.jpg,موفق جودت صاعد حمدون,٥٦ ٨٥٦ ٩ ٠ ٤٣ ١٦ ٩٧ ٦ ,"25,50","357,494","897,240","1217,388","640,630","1232,705"
dataset\gen_cards\m844.jpg,اسحاق فواد طريف رفعت,٢٠ ٩٨٨ ٧ ٩ ٢٧ ٤٦ ٠٨ ٩ ,"25,50","357,494","945,240","1217,388","640,630","1232,705"
dataset\gen_cards\m845.jpg,نضال زهير فياض عبدالعظيم,٦٤ ٥٧٨ ٨ ٩ ٢١ ٣٠ ٩٣ ٦ ,"25,50","357,494","877,240","1217,388","640,630","1232,705"
dataset\gen_cards\m846.jpg,عبدالرحمن فهد منصف مبرور,٦٢ ٨٥٦ ٢ ٤ ١١ ٤٠ ٣٩ ٧ ,"25,50","357,494","933,240","1217,388","640,630","1232,705"
dataset\gen_cards\m847.jpg,بارح نديم ايهاب عبدالهادي,٥٨ ٢٨٣ ٠ ٤ ٦٨ ٨٥ ٥٥ ٦ ,"25,50","357,494","888,240","1217,388","640,630","1232,705"
dataset\gen_cards\m848.jpg,علاء بلال وهب شجاع,٩١ ٦٧٠ ١ ٢ ١٣ ٠٠ ١٦ ٧ ,"25,50","357,494","958,240","1217,388","640,630","1232,705"
dataset\gen_cards\m849.jpg,قعقاع بسام ستار خالص,٥٩ ٢٢١ ٨ ٨ ٤٤ ١٩ ٩١ ٥ ,"25,50","357,494","944,240","1217,388","640,630","1232,705"
dataset\gen_cards\m850.jpg,باشق تامر عون كرم,٤١ ٧٣٤ ٩ ٧ ٠٠ ٤١ ٦٦ ٧ ,"25,50","357,494","989,240","1217,388","640,630","1232,705"
dataset\gen_cards\m851.jpg,عدي حواس شمس الدين ابان,٤٩ ٠٠٢ ٧ ٦ ٣١ ٨٦ ٣٠ ٥ ,"25,50","357,494","850,240","1217,388","640,630","1232,705"
dataset\gen_cards\m852.jpg,اغلب عيسا معمر ثابت,٨٢ ٨٨٣ ٩ ٤ ٢٠ ٨٥ ٨٢ ٥ ,"25,50","357,494","962,240","1217,388","640,630","1232,705"
dataset\gen_cards\m853.jpg,مخلص ايهاب محمد مطير,٦٩ ٥٢٣ ٨ ١ ٢٩ ٤٩ ٥٤ ٣ ,"25,50","357,494","942,240","1217,388","640,630","1232,705"
dataset\gen_cards\m854.jpg,فضيل مغوار صباح غيث,٠٠ ٠٨٣ ٢ ٨ ٩١ ٠٩ ٢٠ ٢ ,"25,50","357,494","939,240","1217,388","640,630","1232,705"
dataset\gen_cards\m855.jpg,منذر لبيد اخضر عقال,٧٨ ٨٧٠ ٧ ٤ ٣٥ ٠٠ ١٣ ٢ ,"25,50","357,494","964,240","1217,388","640,630","1232,705"
dataset\gen_cards\m856.jpg,شوقي عماد تركي جبر,٦٨ ١٨٣ ٧ ٦ ٩٧ ٩٥ ١٣ ٧ ,"25,50","357,494","975,240","1217,388","640,630","1232,705"
dataset\gen_cards\m857.jpg,صلاح مكتوم رائض مجتبا,٠٦ ٥١٣ ٣ ٤ ٧١ ٩٦ ٥٦ ١ ,"25,50","357,494","923,240","1217,388","640,630","1232,705"
dataset\gen_cards\m858.jpg,زاخر مصطفا وهاب سلطان,٧٨ ٩١٨ ٦ ٧ ١١ ٤١ ٢٤ ٥ ,"25,50","357,494","894,240","1217,388","640,630","1232,705"
dataset\gen_cards\m859.jpg,حسان مرداس لبيد محرز,١١ ٧٩٣ ٩ ٥ ٦٠ ٣٨ ٨٥ ٥ ,"25,50","357,494","937,240","1217,388","640,630","1232,705"
dataset\gen_cards\m860.jpg,عبدالقيوم ايسر عنبر وسام,٨٣ ٢٢٤ ٣ ٣ ٨٠ ٦٥ ٠٣ ٦ ,"25,50","357,494","962,240","1217,388","640,630","1232,705"
dataset\gen_cards\m861.jpg,لماح شداد بهاء ستار,٦٢ ١٠٩ ٨ ٦ ٥٠ ٠٢ ٢١ ٥ ,"25,50","357,494","970,240","1217,388","640,630","1232,705"
dataset\gen_cards\m862.jpg,عشير اخطب عشير سعدون,٦٠ ١٤٦ ٤ ٥ ٥٧ ٥٠ ٨٩ ٨ ,"25,50","357,494","902,240","1217,388","640,630","1232,705"
dataset\gen_cards\m863.jpg,ناصح وليد سعيد راجح,٦٩ ٣٢٦ ٤ ٨ ٤٢ ٩٥ ٨٢ ٦ ,"25,50","357,494","964,240","1217,388","640,630","1232,705"
dataset\gen_cards\m864.jpg,وائل رشوان اويس احنف,٣٦ ٠٨٣ ٨ ٥ ٣٩ ٨٣ ٤٦ ٥ ,"25,50","357,494","909,240","1217,388","640,630","1232,705"
dataset\gen_cards\m865.jpg,مثاب عيضة غالب ملهم,٣٨ ٢٩٦ ٩ ٤ ٧٥ ٦٦ ٢١ ٦ ,"25,50","357,494","944,240","1217,388","640,630","1232,705"
dataset\gen_cards\m866.jpg,شكري براء ناشئ نصوح,٠٤ ٥٥٥ ٣ ٩ ٧٠ ٣٣ ٩٦ ٤ ,"25,50","357,494","940,240","1217,388","640,630","1232,705"
dataset\gen_cards\m867.jpg,جودة محمود خباب رافت,٠٤ ٧٣٩ ٠ ٧ ٩٢ ٠٥ ٣١ ٩ ,"25,50","357,494","928,240","1217,388","640,630","1232,705"
dataset\gen_cards\m868.jpg,اوس ظفار عبدالقادر مدحت,٦٣ ٥١٩ ١ ٠ ٦١ ٩٦ ٣٧ ٨ ,"25,50","357,494","886,240","1217,388","640,630","1232,705"
dataset\gen_cards\m869.jpg,فواز نعمان نواف عيد,٢٤ ٧٢١ ٤ ٣ ٧٤ ١٠ ٨٥ ٦ ,"25,50","357,494","961,240","1217,388","640,630","1232,705"
dataset\gen_cards\m870.jpg,اويس عبدالصمد رسول نبال,٢٨ ٦٩٨ ٥ ٤ ٠٩ ٩٨ ٥٠ ٧ ,"25,50","357,494","891,240","1217,388","640,630","1232,705"
dataset\gen_cards\m871.jpg,مارسيل عائد زاهر فريج,٦٥ ٩٦٩ ٩ ٦ ٤١ ٩٥ ٣٩ ٢ ,"25,50","357,494","971,240","1217,388","640,630","1232,705"
dataset\gen_cards\m872.jpg,رضوان وليف اشقر مشاري,٤٦ ٣٢٩ ١ ٧ ٩٢ ٨٦ ٣٩ ٩ ,"25,50","357,494","919,240","1217,388","640,630","1232,705"
dataset\gen_cards\m873.jpg,مكين سميع ربحي اشهب,٧٥ ١٩٣ ٩ ٠ ٥٦ ٠٦ ٣٩ ٥ ,"25,50","357,494","925,240","1217,388","640,630","1232,705"
dataset\gen_cards\m874.jpg,يحيا غسان معاد ايسر,٨٩ ٥٢٣ ٩ ٨ ٣٤ ٢١ ١٩ ٧ ,"25,50","357,494","958,240","1217,388","640,630","1232,705"
dataset\gen_cards\m875.jpg,بديع بشر ادعج طاهر,٣٧ ٧٧٧ ١ ٩ ٩٦ ٤٤ ٣٤ ٧ ,"25,50","357,494","963,240","1217,388","640,630","1232,705"
dataset\gen_cards\m876.jpg,حيدر رامز جودة صبيح,٦٩ ٣٨٦ ٦ ٨ ٥٢ ٣٢ ٠٣ ١ ,"25,50","357,494","946,240","1217,388","640,630","1232,705"
dataset\gen_cards\m877.jpg,منتصر مازن راسخ كريم,٠٣ ٥٨٧ ٤ ٨ ١٣ ٠٦ ٥٧ ٨ ,"25,50","357,494","953,240","1217,388","640,630","1232,705"
dataset\gen_cards\m878.jpg,نبيل عبدالرزاق بشر حسني,٦٥ ٥٠٦ ٩ ٣ ٣٣ ٤٣ ١٣ ٦ ,"25,50","357,494","879,240","1217,388","640,630","1232,705"
dataset\gen_cards\m879.jpg,فوزي فخري مدحت مدرك,١١ ١٢٣ ٩ ٧ ٥٩ ٧٥ ٥٩ ٧ ,"25,50","357,494","922,240","1217,388","640,630","1232,705"
dataset\gen_cards\m880.jpg,فتاح ادهم ضياء مدحة,١٢ ١٦٤ ٧ ٧ ٥٣ ١٣ ٨٦ ٥ ,"25,50","357,494","956,240","1217,388","640,630","1232,705"
dataset\gen_cards\m881.jpg,منير ورد شامخ اشهم,٤٦ ٥٤٧ ٧ ٦ ٧٩ ٩٣ ٨١ ٩ ,"25,50","357,494","961,240","1217,388","640,630","1232,705"
